Id,建築類別,常規分區,街道長度,街道寬度,街道類型,路面狀況,路面平整程度,實用性,街道配置,土地坡度,鄰居,環境2,住宅類型,住宅風格,整體建物品質,整體屋況評分,屋頂風格,屋頂材料,外牆材料,外牆材料2,石磚類型,石磚面積,外部質感,外部現況,地基類型,地下室高度,地下室狀況,地下室在平地牆面高度,地下室品質,地下室面積,第二地下室品質,第二地下室面積,未完工地下室面積,總地下室面積,加溫方式,加溫品質,中央空調,電路狀況,一樓面積,二樓面積,劣質區域面積,生活空間面積,地下室浴室,地下室化妝室,浴室,化妝室,臥室數量,廚房數量,廚房品質,總房數_不含衛浴,住家機能評分,壁爐數量,車庫類型,車庫裝潢,車庫容量,車庫面積,車庫品質,車庫現況,車庫車道,木質地板面積,露臺面積,封閉式門廊,三面外門廊,屏幕通道,泳池面積,其他價值,登載時間 / 月,登載時間 / 年,銷售類型,銷售條件,銷售價格,屋齡,翻修屋齡,車庫庫齡,鄰近鐵路,鄰近幹道,周遭環境
1087,160,RM,27.8,1974,1,3,3,3,0,2,MeadowV,Norm,TwnhsE,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,1,4,546,546,0,1092,0,0,1,1,3,1,3,6,0,0,Attchd,0,1,286,0,0,2,120,96,0,0,0,0,0,5,2010,WD,Normal,83500,47,47,47.0,0,0,0
1088,60,FV,85.0,10574,1,3,3,3,0,2,Somerst,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,1,4,1082,871,0,1953,0,0,2,1,3,1,4,9,0,1,Attchd,0,3,1043,0,0,2,160,50,0,0,0,0,0,5,2009,WD,Normal,252000,15,14,15.0,0,0,0
1089,160,RM,24.0,2522,1,3,3,3,0,2,Edwards,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,1,4,970,739,0,1709,0,0,2,0,3,1,4,7,0,0,Detchd,0,2,380,0,0,2,0,40,0,0,0,0,0,4,2006,WD,Normal,137500,16,16,16.0,0,0,0
1090,120,FV,37.0,3316,1,2,3,3,0,2,Somerst,Norm,TwnhsE,1Story,8,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,1,4,1247,0,0,1247,1,0,1,1,1,1,4,4,0,1,Attchd,0,2,550,0,0,2,0,84,0,0,0,0,0,4,2006,WD,Normal,197000,15,15,15.0,0,0,0
1092,160,FV,24.0,2160,1,3,3,3,0,2,Somerst,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,1,4,624,628,0,1252,1,0,2,1,2,1,4,4,0,0,Detchd,0,2,462,0,0,2,0,48,0,0,0,0,0,3,2008,WD,Normal,160000,21,20,21.0,0,0,0
1093,50,RL,60.0,8400,1,3,2,3,0,2,SWISU,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,GasA,Fa,1,4,1390,304,0,1694,0,0,2,0,4,1,3,7,0,1,Detchd,0,2,576,0,0,2,342,0,128,0,0,0,0,6,2008,WD,Normal,136500,95,70,95.0,0,0,0
1094,20,RL,71.0,9230,1,3,3,3,1,2,NAmes,Norm,1Fam,1Story,5,8,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,GasA,Gd,1,4,1200,0,0,1200,1,0,1,1,1,1,4,6,0,0,Detchd,0,2,884,0,0,2,0,64,0,0,0,0,0,10,2006,WD,Normal,146000,55,22,43.0,0,0,0
1095,20,RL,74.0,5868,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,248,Rec,240,448,936,GasA,Ex,1,4,936,0,0,936,1,0,1,0,2,1,3,4,0,0,Attchd,0,1,308,0,0,2,0,0,80,0,160,0,0,5,2010,WD,Normal,129000,64,20,64.0,0,0,0
1096,20,RL,78.0,9317,1,2,3,3,0,2,CollgCr,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,GasA,Gd,1,4,1314,0,0,1314,0,0,2,0,3,1,4,6,0,1,Attchd,0,2,440,0,0,2,0,22,0,0,0,0,0,3,2007,WD,Normal,176432,14,14,14.0,0,0,0
1098,120,RL,62.7,3696,1,3,3,3,0,2,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,Gd,TA,No,Unf,0,Unf,0,1074,1074,GasA,Ex,1,4,1088,0,0,1088,0,0,1,1,2,1,4,5,0,0,Attchd,0,2,461,0,0,2,0,74,137,0,0,0,0,10,2007,WD,Normal,170000,34,34,33.0,0,0,0
1099,50,RM,50.0,6000,1,3,3,3,0,2,BrkSide,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,1,4,757,567,0,1324,0,0,1,0,3,1,3,6,0,0,Detchd,0,1,240,0,0,2,0,0,0,0,0,0,0,7,2009,WD,Normal,128000,84,70,84.0,0,0,0
1100,20,RL,82.0,11880,1,2,3,3,0,2,NWAmes,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,Gd,TA,No,ALQ,704,Unf,0,567,1271,GasA,TA,1,4,1601,0,0,1601,0,0,2,0,3,1,3,7,0,1,Attchd,0,2,478,0,0,2,0,0,0,0,0,0,0,4,2009,COD,Abnorml,157000,42,42,42.0,0,0,0
1101,30,RL,60.0,8400,1,3,2,3,0,2,SWISU,Norm,1Fam,1Story,2,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,Fa,No,Rec,290,Unf,0,0,290,GasA,TA,0,2,438,0,0,438,0,0,1,0,1,1,2,3,0,0,Detchd,0,1,246,0,0,0,0,0,0,0,0,0,0,1,2009,WD,Normal,60000,100,70,90.0,0,0,0
1102,20,RL,61.0,9758,1,2,3,3,0,2,NAmes,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,412,LwQ,287,251,950,GasA,TA,1,4,950,0,0,950,0,0,1,0,3,1,3,5,0,0,Detchd,0,1,280,0,0,2,0,0,0,0,0,0,0,7,2007,WD,Normal,119500,49,49,39.0,0,0,0
1103,20,RL,70.0,7000,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,TA,TA,No,Rec,588,Unf,0,422,1010,GasA,Ex,1,4,1134,0,0,1134,0,0,1,0,2,1,3,6,0,0,Attchd,0,1,254,0,0,2,0,16,0,0,0,0,0,4,2007,WD,Family,135000,60,18,60.0,0,0,0
1104,20,RL,79.0,8910,1,3,3,3,1,2,NAmes,Norm,1Fam,1Story,6,6,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,655,GasA,Ex,1,4,1194,0,0,1194,0,1,1,0,3,1,3,6,0,1,BuiltIn,0,2,539,0,0,2,0,0,192,0,0,0,0,7,2006,WD,Normal,159500,61,61,66.0,0,0,0
1105,160,RM,24.0,2016,1,3,3,3,0,2,BrDale,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,0,0,Detchd,0,2,440,0,0,2,0,0,0,0,0,0,0,4,2007,WD,Normal,106000,50,50,50.0,0,0,0
1106,60,RL,98.0,12256,1,2,3,3,1,2,NoRidge,Norm,1Fam,2Story,8,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,GasA,Ex,1,4,1500,1122,0,2622,1,0,2,1,3,1,4,9,0,2,Attchd,0,2,712,0,0,2,186,32,0,0,0,0,0,4,2010,WD,Normal,325000,26,25,26.0,0,0,0
1107,20,RL,114.0,10357,1,2,3,3,1,2,SawyerW,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,Gd,TA,Mn,GLQ,738,Unf,0,172,910,GasA,Gd,1,4,1442,0,0,1442,1,0,2,0,3,1,4,6,0,1,Attchd,0,2,719,0,0,2,0,244,0,0,0,0,0,5,2007,WD,Normal,179900,30,29,30.0,0,0,0
1108,60,RL,168.0,23257,1,0,1,3,2,2,Gilbert,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Ex,Gd,No,Unf,0,Unf,0,868,868,GasA,Ex,1,4,887,1134,0,2021,0,0,2,1,3,1,4,9,0,1,BuiltIn,0,2,422,0,0,2,0,100,0,0,0,0,0,9,2006,New,Partial,274725,14,14,14.0,0,0,0
1109,60,RL,79.87755102040816,8063,1,3,3,3,0,2,Gilbert,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,Ex,1,4,948,742,0,1690,0,0,2,1,3,1,3,7,0,1,Attchd,0,2,463,0,0,2,100,48,0,0,0,0,0,11,2007,WD,Abnorml,181000,20,20,20.0,0,0,0
1110,20,RL,107.0,11362,1,2,3,3,0,2,NridgHt,Norm,1Fam,1Story,8,5,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,GasA,Ex,1,4,1836,0,0,1836,1,0,2,0,3,1,4,7,0,1,Attchd,0,3,862,0,0,2,125,185,0,0,0,0,0,3,2009,WD,Normal,280000,16,15,16.0,0,0,0
1111,60,RL,79.87755102040816,8000,1,3,3,3,0,2,Gilbert,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,Gd,TA,No,GLQ,219,Unf,0,554,773,GasA,Gd,1,4,773,885,0,1658,1,0,2,1,3,1,3,8,0,1,Attchd,0,2,431,0,0,2,224,84,0,0,0,0,0,6,2008,WD,Normal,188000,25,24,25.0,0,0,0
1112,60,RL,80.0,10480,1,3,3,3,0,2,NWAmes,Norm,1Fam,2Story,7,6,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,TA,TA,No,ALQ,403,Unf,0,400,803,GasA,TA,1,4,1098,866,0,1964,0,0,2,1,4,1,3,8,0,1,Attchd,0,2,483,0,0,2,0,69,0,0,0,0,0,9,2008,WD,Normal,205000,44,44,44.0,0,0,0
1113,20,RL,73.0,7100,1,2,3,3,1,2,NAmes,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,TA,TA,No,GLQ,708,Unf,0,108,816,GasA,TA,1,3,816,0,0,816,1,0,1,0,2,1,3,5,0,0,Detchd,0,1,308,0,0,2,0,0,0,0,0,0,0,7,2006,WD,Normal,129900,63,63,63.0,0,0,0
1114,20,RL,66.0,8923,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,TA,No,BLQ,643,Unf,0,365,1008,GasA,Gd,1,4,1008,0,0,1008,1,0,1,0,2,1,4,6,0,0,Attchd,0,1,240,0,0,2,0,18,0,0,0,0,0,5,2007,WD,Normal,134500,67,14,67.0,0,0,0
1115,20,RL,90.0,5400,1,3,3,3,0,2,OldTown,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Rec,415,Unf,0,418,833,GasA,Ex,1,4,833,0,0,833,0,0,1,0,2,1,4,4,0,0,Detchd,0,1,326,0,0,2,0,0,0,0,0,0,0,8,2006,WD,Normal,117000,66,20,65.0,0,0,0
1116,20,RL,93.0,12085,1,3,3,3,0,2,NridgHt,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,4,3,PConc,Ex,TA,No,GLQ,1004,Unf,0,730,1734,GasA,Ex,1,4,1734,0,0,1734,1,0,2,0,3,1,5,7,0,1,Attchd,0,3,928,0,0,2,0,0,0,0,0,0,0,11,2007,New,Partial,318000,13,13,13.0,0,0,0
1117,80,RL,79.87755102040816,7750,1,3,3,3,0,2,Gilbert,Norm,1Fam,SLvl,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,353,Unf,0,55,408,GasA,Ex,1,4,779,640,0,1419,1,0,2,1,3,1,4,7,0,1,BuiltIn,0,2,527,0,0,2,120,0,0,0,0,0,0,3,2009,WD,Normal,184100,18,18,18.0,0,0,0
1118,20,RL,57.0,9764,1,2,3,3,3,2,Sawyer,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,702,Unf,0,192,894,GasA,Ex,1,4,894,0,0,894,1,0,1,0,3,1,4,5,0,0,Attchd,0,2,450,0,0,2,0,0,0,0,0,0,0,5,2008,WD,Normal,130000,53,17,53.0,0,0,0
1119,80,RL,85.0,13825,1,3,3,3,0,2,Sawyer,Norm,1Fam,SLvl,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,1,4,1021,580,0,1601,0,1,1,0,3,1,3,6,0,0,BuiltIn,0,1,300,0,0,2,280,34,0,0,0,0,0,12,2008,WD,Normal,140000,62,33,62.0,0,0,0
1120,20,RL,70.0,7560,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,TA,TA,No,LwQ,369,Unf,0,671,1040,GasA,TA,1,3,1040,0,0,1040,0,0,1,0,3,1,3,6,0,0,Attchd,0,1,286,0,0,2,140,0,252,0,0,0,0,7,2006,WD,Normal,133700,61,61,61.0,0,0,0
1121,30,RM,59.0,8263,1,3,2,3,0,1,IDOTRR,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,1012,1012,GasA,TA,1,3,1012,0,0,1012,0,0,1,0,2,1,3,6,0,1,Detchd,0,1,308,0,0,2,0,22,112,0,0,0,0,5,2007,WD,Normal,118400,100,70,100.0,0,0,0
1122,20,RL,84.0,10084,1,3,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,GasA,Ex,1,4,1552,0,0,1552,0,0,2,0,3,1,4,7,0,0,Attchd,0,3,782,0,0,2,144,20,0,0,0,0,0,7,2006,New,Partial,212900,15,14,15.0,0,0,0
1123,20,RL,68.21739130434783,8926,1,2,3,3,1,2,Edwards,Norm,1Fam,1Story,4,3,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,1,3,960,0,0,960,0,0,1,0,3,1,3,5,0,0,Basment,0,1,288,0,0,2,64,0,0,0,160,0,0,10,2009,COD,Abnorml,112000,64,64,64.0,0,0,0
1125,80,RL,79.87755102040816,9125,1,2,3,3,0,2,Gilbert,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,1,4,812,670,0,1482,0,0,2,1,3,1,4,7,0,1,Attchd,0,2,392,0,0,2,100,25,0,0,0,0,0,7,2007,WD,Normal,163900,28,28,28.0,0,0,0
1126,20,RL,60.0,10434,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1005,1005,GasA,TA,1,4,1005,0,0,1005,0,0,1,0,2,1,2,5,0,1,Detchd,0,2,672,0,0,2,0,0,0,0,0,0,0,11,2009,WD,Normal,115000,65,65,43.0,0,0,0
1127,120,RL,53.0,3684,1,3,3,3,0,2,Blmngtn,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1373,1373,GasA,Ex,1,4,1555,0,0,1555,0,0,2,0,2,1,4,7,0,1,Attchd,0,3,660,0,0,2,143,20,0,0,0,0,0,6,2009,WD,Normal,174000,13,13,13.0,0,0,0
1128,20,RL,182.0,14572,1,0,3,3,1,2,Gilbert,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,GasA,Ex,1,4,1530,0,0,1530,1,0,2,0,3,1,4,7,0,1,Attchd,0,3,630,0,0,2,144,36,0,0,0,0,0,11,2007,WD,Family,259000,16,16,16.0,0,0,0
1129,60,RL,59.0,11796,1,2,3,3,0,2,Gilbert,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,847,847,GasA,Ex,1,4,847,1112,0,1959,0,0,2,1,4,1,4,8,0,1,BuiltIn,0,2,434,0,0,2,100,48,0,0,0,0,0,7,2007,WD,Normal,215000,16,15,16.0,0,0,0
1130,90,RM,60.0,7200,1,3,3,3,0,2,OldTown,Norm,Duplex,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,936,GasA,TA,1,4,936,0,0,936,1,0,1,0,2,1,3,4,0,0,Detchd,0,2,672,0,0,2,49,0,0,0,0,0,0,8,2007,WD,Normal,140000,40,40,40.0,0,0,0
1131,50,RL,65.0,7804,1,3,3,3,0,2,SWISU,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,1,4,1328,653,0,1981,1,0,2,0,4,1,4,7,0,2,Detchd,0,2,576,0,0,2,431,44,0,0,0,0,0,12,2009,WD,Normal,135000,92,70,39.0,0,0,0
1133,70,RM,90.0,9900,1,3,3,3,0,2,OldTown,Norm,1Fam,2Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,GasW,TA,1,4,1178,1032,0,2210,0,0,2,0,5,1,2,8,0,0,Detchd,0,1,205,0,0,0,0,48,0,0,0,0,0,5,2007,WD,Normal,117500,140,70,90.0,0,0,0
1134,60,RL,80.0,9828,1,2,3,3,0,2,SawyerW,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,1,4,1142,878,0,2020,0,0,2,1,3,1,4,8,0,1,Attchd,0,2,466,0,0,2,0,155,0,0,0,0,0,6,2009,WD,Normal,239500,25,25,25.0,0,0,0
1135,60,RL,57.0,8773,1,2,1,3,0,2,Gilbert,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,GasA,Gd,1,4,916,684,0,1600,0,0,2,1,3,1,3,7,0,1,Attchd,0,2,460,0,0,2,100,38,0,0,0,0,0,8,2007,WD,Normal,169000,23,23,23.0,0,0,0
1136,30,RM,60.0,6180,1,3,3,3,1,2,BrkSide,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,GasA,TA,0,4,986,0,0,986,0,0,1,0,2,1,3,5,0,1,Detchd,0,1,180,0,0,2,0,128,0,0,0,0,0,5,2007,WD,Normal,102000,94,70,94.0,0,0,0
1137,50,RL,80.0,9600,1,3,3,3,0,2,NAmes,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,280,Unf,0,752,1032,GasA,TA,1,3,1032,220,0,1252,0,0,1,0,3,1,3,6,0,0,Attchd,0,1,288,0,0,2,0,0,96,0,0,0,0,4,2008,WD,Abnorml,119000,70,70,70.0,0,0,0
1139,20,RL,70.08333333333333,9819,1,2,3,3,0,1,Mitchel,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,GasA,TA,1,4,1567,0,0,1567,1,0,2,0,2,1,4,5,0,2,Attchd,0,2,714,0,0,2,264,32,0,0,0,0,0,5,2009,WD,Normal,196000,43,43,43.0,0,0,0
1140,30,RL,98.0,8731,1,2,3,3,0,2,BrkSide,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,915,GasA,TA,1,4,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,Detchd,0,2,495,0,0,2,0,0,216,0,126,0,0,5,2007,WD,Normal,144000,100,70,48.0,0,0,0
1141,20,RL,60.0,7350,1,3,3,3,1,2,NAmes,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,GasA,TA,1,4,952,0,0,952,1,0,1,0,2,1,3,4,0,0,Detchd,0,2,840,0,0,2,0,0,0,0,0,0,0,6,2008,COD,Abnorml,139000,69,69,32.0,0,0,0
1142,60,RL,81.28888888888889,10304,1,2,3,3,2,2,NWAmes,Norm,1Fam,2Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,4,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,1,4,1088,780,0,1868,1,0,2,1,4,1,4,9,0,1,Attchd,0,2,484,0,0,2,448,96,0,0,0,0,0,10,2009,WD,Normal,197500,44,44,44.0,0,0,1
1143,60,RL,77.0,9965,1,3,3,3,0,2,CollgCr,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,4,3,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,GasA,Ex,1,4,1466,1362,0,2828,1,0,3,0,4,1,4,11,0,1,BuiltIn,0,3,1052,0,0,2,125,144,0,0,0,0,0,4,2007,New,Partial,424870,14,13,14.0,0,0,0
1145,190,RL,60.0,12180,1,3,3,3,0,2,Edwards,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,0,3,672,252,0,924,1,0,1,0,2,1,2,5,0,0,Detchd,0,1,280,0,0,2,0,0,0,0,0,0,0,7,2010,WD,Normal,80000,79,70,79.0,0,0,0
1146,50,RM,52.0,6240,1,3,3,3,0,2,BrkSide,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,GasA,Ex,1,4,1042,534,0,1576,0,0,1,0,3,1,3,8,0,1,Detchd,0,1,225,0,0,2,0,0,0,0,0,0,0,8,2006,WD,Family,149000,92,70,92.0,0,0,0
1147,20,RL,71.5,11200,1,3,3,3,0,2,SawyerW,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,4,3,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,1,4,1298,0,0,1298,1,0,2,0,3,1,4,5,0,1,Attchd,0,2,403,0,0,2,165,26,0,0,0,0,0,5,2006,WD,Normal,180000,35,35,35.0,0,0,0
1148,70,RL,75.0,12000,1,3,2,3,0,2,Crawfor,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,1,4,860,704,0,1564,0,0,1,1,3,1,2,7,0,1,Attchd,0,1,234,0,0,2,0,0,0,0,0,0,0,7,2009,WD,Normal,174500,79,70,79.0,0,0,0
1149,50,RM,62.788990825688074,5700,1,3,3,3,0,2,OldTown,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,572,572,GasA,TA,1,4,572,539,0,1111,0,0,1,0,2,1,3,5,0,1,Detchd,0,1,288,0,0,2,0,0,176,0,0,0,0,8,2008,WD,Normal,116900,94,70,38.0,0,0,0
1150,70,RM,50.0,9000,1,3,3,3,0,2,OldTown,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,GasA,Ex,1,4,832,650,0,1482,0,1,1,0,3,1,3,7,0,0,Detchd,0,2,324,0,0,2,0,0,0,0,0,0,0,7,2009,WD,Normal,143000,100,32,90.0,0,1,0
1151,20,RL,57.0,8280,1,2,3,3,0,2,NAmes,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,GasA,Ex,1,3,932,0,0,932,0,0,1,0,2,1,4,4,0,1,Attchd,0,1,306,0,0,2,0,0,214,0,0,0,0,11,2007,WD,Normal,124000,70,70,70.0,0,0,0
1152,20,RL,134.0,17755,1,3,3,3,0,2,Edwards,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3,3,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,GasA,TA,1,4,1466,0,0,1466,0,0,1,1,3,1,2,6,0,2,Attchd,0,2,528,0,0,2,0,140,0,0,100,0,0,11,2006,WD,Normal,149900,61,61,61.0,0,0,0
1153,20,RL,90.0,14115,1,2,3,3,0,2,Crawfor,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,None,0.0,3,3,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,GasA,Ex,1,4,1811,0,0,1811,0,0,1,0,2,1,5,6,0,1,Attchd,0,2,470,0,0,2,0,0,280,0,0,0,0,7,2006,WD,Abnorml,230000,64,16,64.0,0,0,0
1154,30,RM,62.5,5890,1,3,3,3,1,2,IDOTRR,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,GasA,Ex,1,4,816,0,0,816,0,0,1,0,2,1,3,5,0,0,Detchd,0,1,432,0,0,2,0,0,96,0,0,0,0,6,2008,WD,Normal,120500,90,13,18.0,0,0,0
